Super built-up Area,availability,location,size_BHK,society,total_sqft,bath,balcony,price
Plot Area,Ready to move,BEL Road,2,Unknown Society,1500,2,0,203
Plot Area,Ready to move,Kamakshipalya,9,Unknown Society,1800,9,1,180
Super built-up Area,Ready to move,Sarjapur Road,3,MJtumty,1586,3,3,70
Plot Area,Ready to move,Seegehalli,3,Chorda,4000,3,1,235
Super built-up Area,Ready to move,Yelahanka New Town,3,SPllain,1541,3,3,80
Super built-up Area,Ready to move,Haralur Road,3,SNnia E,1830,3,2,101
Super built-up Area,Ready to move,Kodigehalli,2,Unknown Society,1200,2,2,48
Plot Area,Ready to move,Bidrahalli,3,Unknown Society,1800,2,0,72
Super built-up Area,Ready to move,Bommasandra,2,SSestth,1015,2,1,40
Super built-up Area,Ready to move,Raja Rajeshwari Nagar,2,GrrvaGr,1120,2,2,37
Super built-up Area,Ready to move,Hoodi,1,GoAirej,706,1,1,48
Plot Area,Ready to move,Medi Agrahara,4,Unknown Society,1350,4,2,85
Plot Area,Ready to move,Kumaraswami Layout,6,Unknown Society,610,4,1,95
Plot Area,Ready to move,Kanakpura Road,3,ColeyNa,1900,3,1,99
Plot Area,Ready to move,Harlur,4,Unknown Society,1200,4,1,243
Built-up Area,Ready to move,Seegehalli,4,Paoliy,3000,5,3,150
Super built-up Area,Ready to move,Bisuvanahalli,3,Prityel,1075,2,1,42
Super built-up Area,Ready to move,Kanakpura Road,2,Soazak,1290,2,3,80
Super built-up Area,Ready to move,Akshaya Nagar,2,SuBayin,1200,2,1,50
Built-up Area,Ready to move,Hormavu,2,Naandit,1150,2,1,53
Super built-up Area,Ready to move,Uttarahalli,3,Unknown Society,1360,2,3,61
Carpet Area,Ready to move,4th Block Koramangala,9,Unknown Society,4500,9,1,500
Super built-up Area,Ready to move,whitefiled,2,Unknown Society,935,2,1,32
Super built-up Area,Ready to move,Cox Town,3,ElentAp,1730,3,3,140
Super built-up Area,Ready to move,Sarjapur Road,2,Unknown Society,1260,2,2,53
Built-up Area,Ready to move,Banagiri Nagar,6,Unknown Society,675,6,2,125
Plot Area,Ready to move,Marathahalli,4,Unknown Society,4000,4,1,650
Super built-up Area,Ready to move,Marathahalli,2,Unknown Society,950,2,1,45
Plot Area,Ready to move,Subbannaiah Palya,2,Unknown Society,600,3,2,85
Built-up Area,Ready to move,Vadarpalya,5,Unknown Society,2500,5,2,120
Super built-up Area,Ready to move,Hegde Nagar,4,SoisoCa,3216,5,2,300
Plot Area,Ready to move,N R Layout,6,Unknown Society,800,3,2,120
Super built-up Area,Ready to move,Budigere,3,PrityTr,1991,4,2,88
Super built-up Area,Ready to move,Sarjapur Road,2,Shthi S,1115,2,1,60
Super built-up Area,Ready to move,Koramangala,3,Gencysi,1900,3,3,150
Super built-up Area,Ready to move,Whitefield,2,SMuilan,1109,2,1,41
Super built-up Area,Ready to move,Rajiv Nagar,4,PuoodSk,2340,5,1,129
Plot Area,Ready to move,Judicial Layout,6,Unknown Society,1200,6,2,300
Plot Area,Ready to move,Whitefield,4,Chllea,4356,5,1,850
Super built-up Area,Ready to move,9th Phase JP Nagar,2,NaensGa,1005,2,1,43
Super built-up Area,Ready to move,Kengeri,1,VBn 2lm,416,1,1,19
Super built-up Area,Ready to move,1st Phase JP Nagar,2,NCaveun,1394,2,1,100
Super built-up Area,Ready to move,Harlur,3,SrEndPo,2138,3,2,110
Built-up Area,Ready to move,Richards Town,3,Arata A,1550,3,2,160
Super built-up Area,Ready to move,Nagavarapalya,3,Giconal,1300,3,1,80
Super built-up Area,Ready to move,Thanisandra,2,Bhmesy,1265,2,2,82
Built-up Area,Ready to move,Manorayana Palya,2,Unknown Society,1140,2,2,52
Carpet Area,Ready to move,BCC Layout,2,Mae 1Ar,1050,2,3,40
Built-up Area,Ready to move,Thanisandra,2,Unknown Society,1100,2,1,48
Super built-up Area,Ready to move,Varthur,2,Soamsay,1012,2,1,59
Plot Area,Ready to move,Varthur,4,Darsh S,1600,4,3,112
Super built-up Area,Ready to move,Yelahanka,2,Niareum,1326,2,2,57
Built-up Area,Ready to move,Hebbal Kempapura,3,Unknown Society,1654,2,3,85
Plot Area,Ready to move,Jeevan bima nagar,3,Unknown Society,1705,2,1,290
Super built-up Area,Ready to move,Chikkalasandra,2,Unknown Society,1070,2,1,42
Super built-up Area,Ready to move,Whitefield,3,Brony H,1700,3,2,95
Carpet Area,Ready to move,Bhoganhalli,2,Rosha I,910.2,2,1,80
Super built-up Area,Ready to move,Kogilu,2,Unknown Society,1140,2,2,50
Plot Area,Ready to move,Whitefield,4,Skensk,4960,4,3,400
Super built-up Area,Ready to move,Talaghattapura,3,Sodgere,2254,3,2,170
Super built-up Area,Ready to move,Kanakapura,2,Unknown Society,945,2,1,47
Super built-up Area,Ready to move,Begur Road,4,Pruthg,2462,6,2,150
Plot Area,Ready to move,Giri Nagar,3,Unknown Society,1350,3,0,240
Super built-up Area,Ready to move,Marathahalli,1,PrensKe,615,1,1,44
Plot Area,Ready to move,Ramamurthy Nagar,2,Unknown Society,1110,2,0,65
Super built-up Area,Ready to move,Haralur Road,1,SNnia E,575,1,1,88
Super built-up Area,Ready to move,Electronic City,2,GMown E,1025,2,1,54
Built-up Area,Ready to move,Vinayak Nagar,3,Niarknt,1758,3,2,95
Super built-up Area,Ready to move,Gopalapura,4,Sothadr,3179,5,3,351
Super built-up Area,Ready to move,Kaikondrahalli,3,Srsica,1342,3,3,92
Super built-up Area,Ready to move,Kalyan nagar,3,AgaveEn,1800,3,2,85
Built-up Area,Ready to move,Whitefield,4,Unknown Society,2928,4,3,198
Built-up Area,Ready to move,Doddathoguru,2,Unknown Society,1140,2,3,32
Super built-up Area,Ready to move,Raja Rajeshwari Nagar,2,Prllsan,1608,2,2,85
Super built-up Area,Ready to move,Kadugodi,3,Unknown Society,1645,2,2,82
Super built-up Area,Ready to move,Ramamurthy Nagar,3,Vaharvi,1410,2,1,56
Super built-up Area,Ready to move,Harlur,2,Unknown Society,1200,2,2,52
Super built-up Area,Ready to move,8th Phase JP Nagar,3,Unknown Society,1275,2,2,41
Built-up Area,Ready to move,Dodda Nekkundi,4,Adstah,3800,4,2,600
Super built-up Area,Ready to move,Kada Agrahara,3,CoaveAt,909,2,1,40
Built-up Area,Ready to move,Basavanapura,2,Unknown Society,1200,3,0,85
Super built-up Area,Ready to move,Kalyan nagar,2,NCold G,1080,2,2,73
Plot Area,Ready to move,Madanayakahalli,2,Unknown Society,1200,2,1,34
Super built-up Area,Ready to move,Akshaya Nagar,2,Suiumy,1092,2,1,60
Super built-up Area,Ready to move,Jalahalli,3,Prensin,1932,4,3,135
Super built-up Area,Ready to move,KR Puram,2,SVlesas,1156,2,1,72
Super built-up Area,Ready to move,Bellandur,2,Unknown Society,924,2,2,35
Super built-up Area,Ready to move,Thubarahalli,2,Kenia G,1330,2,1,75
Super built-up Area,Ready to move,Thanisandra,3,Bhmesy,1917,4,2,113
Super built-up Area,Ready to move,Chandapura,2,SunceEs,985,2,1,25
Plot Area,Ready to move,Mahalakshmi Puram,6,Unknown Society,2400,6,2,408
Plot Area,Ready to move,Richmond Town,4,Unknown Society,1800,5,2,500
Plot Area,Ready to move,Mahalakshmi Puram,2,Unknown Society,1290,1,0,225
Super built-up Area,Ready to move,Kodigehalli,1,Unknown Society,655,1,1,53
Built-up Area,Ready to move,4th Block Koramangala,3,Unknown Society,1800,3,3,140
Built-up Area,Ready to move,Margondanahalli,4,Unknown Society,1360,2,2,45
Super built-up Area,Ready to move,Bellandur,3,Krala D,1785,3,3,118
Super built-up Area,Ready to move,Kadugodi,7,Unknown Society,4000,7,2,130
Super built-up Area,Ready to move,Hebbal,3,Raard B,1645,3,2,120
Super built-up Area,Ready to move,Gottigere,2,Sklls C,1235,2,2,63
Plot Area,Ready to move,Anandapura,2,Unknown Society,900,2,0,48
Super built-up Area,Ready to move,Thanisandra,1,Pronyt,662,1,1,42
Plot Area,Ready to move,TC Palaya,5,Unknown Society,1440,5,1,100
Super built-up Area,Ready to move,Whitefield,2,Suhamra,1215,2,1,62
Super built-up Area,Ready to move,Bisuvanahalli,2,Prityel,845,2,1,37
Super built-up Area,Ready to move,Sarjapur Road,3,Ahriaup,1525,2,2,87
Built-up Area,Ready to move,Jaladarsini Layout,2,DiaveEn,1000,2,2,48
Super built-up Area,Ready to move,Hebbal,3,Magiaya,1255,2,1,90
Super built-up Area,Ready to move,Mysore Road,3,PrntaEn,1560,3,2,120
Built-up Area,Ready to move,Kasavanhalli,3,Unknown Society,2100,3,3,110
Super built-up Area,Ready to move,Kodichikkanahalli,3,Suntsan,1620,2,2,85
Super built-up Area,Ready to move,Marathahalli,3,PuilaMi,1595,3,2,90
Super built-up Area,Ready to move,Basavanapura,2,Unknown Society,1095,2,2,38
Built-up Area,Ready to move,9th Phase JP Nagar,2,NaensGa,835,2,0,37
Super built-up Area,Ready to move,Hennur Road,3,DSapeSk,2182,3,2,72
Super built-up Area,Ready to move,Thigalarapalya,2,Unknown Society,1418,2,2,106
Super built-up Area,Ready to move,Sanjay nagar,3,Unknown Society,1900,2,2,180
Super built-up Area,Ready to move,Whitefield,3,Goted U,2700,5,2,175
Super built-up Area,Ready to move,BTM 2nd Stage,2,Rencyes,1070,2,1,48
Plot Area,Ready to move,Ramamurthy Nagar,9,Unknown Society,2000,9,2,150
Plot Area,Ready to move,Munnekollal,43,Unknown Society,2400,40,0,660
Super built-up Area,Ready to move,Electronics City Phase 1,1,Shitt S,755,1,1,42
Super built-up Area,Ready to move,Hebbal,3,Raard B,1645,3,2,117
Plot Area,Ready to move,Sarjapur,3,Unknown Society,2400,3,2,190
Super built-up Area,Ready to move,Chandapura,1,SunceEs,645,1,1,16
Built-up Area,Ready to move,4th T block Jayanagar,4,Unknown Society,3900,4,1,333
Plot Area,Ready to move,Attur Layout,3,Unknown Society,2400,4,2,200
Plot Area,Ready to move,1st Block HRBR Layout,10,Unknown Society,2416,10,1,600
Built-up Area,Ready to move,Electronics City Phase 1,2,SNavenc,919,2,0,28
Super built-up Area,Ready to move,Bannerghatta Road,3,Hiate F,1725,3,1,110
Super built-up Area,Ready to move,Sarjapur Road,2,PualeSk,1346,2,1,71
Built-up Area,Ready to move,Electronic City Phase II,2,Coush W,1070,2,2,45
Super built-up Area,Ready to move,Begur Road,2,SLtalry,1225,2,1,35
Plot Area,Ready to move,Sarakki Nagar,6,Unknown Society,880,6,2,75
Built-up Area,Ready to move,Neeladri Nagar,1,Guenoa,640,1,1,20
Super built-up Area,Ready to move,Chikkalasandra,3,Unknown Society,1310,2,1,52
Super built-up Area,Ready to move,Kanakapura,2,Unknown Society,1190,2,2,39
Super built-up Area,Ready to move,Basavanna Nagar,3,Itala A,1645,3,2,87
Super built-up Area,Ready to move,Marathahalli,2,Asintas,1350,2,1,89
Super built-up Area,Ready to move,Vittasandra,2,Prlla C,1404,2,1,68
Super built-up Area,Ready to move,Electronic City,3,Sie 2is,1105,2,1,35
Super built-up Area,Ready to move,Kanakpura Road,2,PrarePa,900,2,1,41
Plot Area,Ready to move,A Narayanapura,4,Unknown Society,1650,4,3,320
Super built-up Area,Ready to move,Dodda Nekkundi,2,Unknown Society,1100,2,1,41
Built-up Area,Ready to move,Thanisandra,4,Unknown Society,2100,4,1,95
Super built-up Area,Ready to move,Thanisandra,3,Bhmesy,1948,3,2,130
Super built-up Area,Ready to move,Singasandra,3,Unknown Society,1464,3,2,56
Super built-up Area,Ready to move,Raja Rajeshwari Nagar,2,Unknown Society,1210,2,2,45
Built-up Area,Ready to move,Yelahanka,5,Unknown Society,4000,5,2,220
Super built-up Area,Ready to move,Brooke Bond First Cross,2,Viium E,1252,2,2,55
Plot Area,Ready to move,Nagarbhavi,5,Unknown Society,1200,4,3,240
Super built-up Area,Ready to move,Sarjapur Road,5,Maana E,3905,7,1,290
Super built-up Area,Ready to move,Kundalahalli Colony,3,Goourta,2600,3,2,140
Super built-up Area,Ready to move,7th Phase JP Nagar,3,Axdam V,1300,3,2,89
Super built-up Area,Ready to move,7th Phase JP Nagar,2,Brnia G,1130,2,2,73
Plot Area,Ready to move,Budigere,4,Unknown Society,1200,3,0,135
Built-up Area,Ready to move,Thanisandra,3,Soitya,1690,3,2,125
Built-up Area,Ready to move,Padmanabhanagar,3,Unknown Society,4500,4,2,360
Super built-up Area,Ready to move,Tasker Town,2,Unknown Society,950,2,1,60
Super built-up Area,Ready to move,Marathahalli,2,Aiitya,1020,2,1,57
Super built-up Area,Ready to move,Marathahalli,3,Unknown Society,1735,3,2,72
Built-up Area,Ready to move,Sarjapur Road,2,Shthi S,915,2,2,37
Super built-up Area,Ready to move,Glass Factory Layout,3,VMlet C,1450,3,3,68
Super built-up Area,Ready to move,Thigalarapalya,3,Prtanha,2215,4,2,156
Super built-up Area,Ready to move,Raghavendra Nagar,3,Keony H,2431,3,1,100
Super built-up Area,Ready to move,Hennur Road,3,Puachal,1804,3,2,102
Super built-up Area,Ready to move,Marathahalli,2,PuilaMi,1600,3,2,88
Super built-up Area,Ready to move,Uttarahalli,2,Revane,1280,2,2,75
Super built-up Area,Ready to move,Hebbal,3,Magiaya,1255,3,2,77
Super built-up Area,Ready to move,Koramangala,2,Proodt,1320,2,1,150
Super built-up Area,Ready to move,Hoodi,2,Keers S,1257,2,1,69
Super built-up Area,Ready to move,Raja Rajeshwari Nagar,2,GrrvaGr,1240,2,1,53
Plot Area,Ready to move,Milk Colony,4,Unknown Society,1200,4,2,240
Plot Area,Ready to move,Bannerghatta Road,6,Upoutks,1850,6,3,150
Super built-up Area,Ready to move,Hulimavu,2,RatosAr,1255,2,3,66
Super built-up Area,Ready to move,Ananth Nagar,2,Unknown Society,870,2,2,36
Super built-up Area,Ready to move,Tumkur Road,3,Soubya,1789,3,2,98
Plot Area,Ready to move,Basaveshwara Nagar,6,Unknown Society,800,6,2,110
Super built-up Area,Ready to move,Electronic City,2,Itelaa,660,1,1,18
Super built-up Area,Ready to move,Coffee Board Layout,2,Tepleee,1155,2,3,56
Super built-up Area,Ready to move,R.T. Nagar,2,Siilka,1235,2,2,65
Plot Area,Ready to move,Yelahanka,4,Edreelm,2675,4,2,140
Super built-up Area,Ready to move,CV Raman Nagar,2,Madener,1025,2,2,50
Built-up Area,Ready to move,Raja Rajeshwari Nagar,3,AcisePa,1395,2,2,72
Super built-up Area,Ready to move,Rachenahalli,3,Sovar S,1530,2,2,74
Super built-up Area,Ready to move,Dodda Nekkundi,3,Brity U,1252,2,1,71
Super built-up Area,Ready to move,Hennur Road,2,DSeldpr,1081,2,1,30
Super built-up Area,Ready to move,Haralur Road,3,Ozensve,1255,3,1,130
Super built-up Area,Ready to move,Ardendale,4,AWharde,2062,3,1,150
Super built-up Area,Ready to move,Choodasandra,3,GRhtiru,1220,3,2,56
Built-up Area,Ready to move,Jigani,3,Unknown Society,1408,2,0,55
Super built-up Area,Ready to move,Bisuvanahalli,3,Prityel,1180,2,1,60
Super built-up Area,Ready to move,Sarjapur Road,1,Shthi S,715,1,2,29
Super built-up Area,Ready to move,Sarjapur Road,2,Jauraht,1230,2,3,94
Super built-up Area,Ready to move,Kaggadasapura,2,Gincyi,1035,2,2,45
Super built-up Area,Ready to move,EPIP Zone,4,BrontLa,3360,5,0,225
Super built-up Area,Ready to move,Kathriguppe,3,Prone M,1300,3,2,77
Super built-up Area,Ready to move,Kanakpura Road,3,PrarePa,1100,3,1,52
Super built-up Area,Ready to move,Whitefield,2,Prtates,1216,2,1,84
Super built-up Area,Ready to move,Shirdi Sai Layout,2,Unknown Society,1450,2,3,62
Super built-up Area,Ready to move,Nagavarapalya,1,PuonsSe,705,1,1,57
Super built-up Area,Ready to move,Gottigere,3,JaghtDe,1385,3,2,64
Plot Area,Ready to move,Anekal,2,Unknown Society,1200,2,1,36
Super built-up Area,Ready to move,Electronic City Phase II,3,Sryalan,1310,2,1,32
Built-up Area,Ready to move,Sarjapur Road,2,Amionce,1043,2,1,39
Super built-up Area,Ready to move,Koramangala,2,Saace P,1320,2,2,110
Super built-up Area,Ready to move,Near ullas theater,3,Unknown Society,1900,3,2,205
Super built-up Area,Ready to move,Varthur,2,DSingSt,1140,2,2,39
Built-up Area,Ready to move,Kadugodi,2,K tlete,1100,2,1,45
Super built-up Area,Ready to move,Hebbal,3,Arcia S,1586,3,2,90
Super built-up Area,Ready to move,Chandapura,2,SunceEs,975,2,1,24
Built-up Area,Ready to move,Amruthnagar,2,Saeur G,1365,3,2,60
Super built-up Area,Ready to move,Rajaji Nagar,2,ProdsWe,1263,2,0,107
Super built-up Area,Ready to move,Begur Road,3,Dhalsh,1565,2,2,59
Plot Area,Ready to move,Karuna Nagar,3,CoinoCu,1163,3,2,180
Super built-up Area,Ready to move,Whitefield,4,Prtates,2882,5,1,204
Super built-up Area,Ready to move,Hennur Road,3,Samittv,2320,3,2,170
Built-up Area,Ready to move,Sarjapur Road,3,Soisy D,1750,3,3,99
Super built-up Area,Ready to move,Kudlu,2,GKityel,1143,2,1,55
Super built-up Area,Ready to move,Hennur Road,3,SaireSa,1936,3,1,118
Super built-up Area,Ready to move,Electronic City,2,Itelaa,660,1,1,15
Super built-up Area,Ready to move,Chandapura,2,KHityry,700,1,1,19
Super built-up Area,Ready to move,Chikkakannalli,3,Unknown Society,1402,2,2,85
Built-up Area,Ready to move,Hebbal,4,Emceske,4640,4,2,600
Super built-up Area,Ready to move,Electronic City,2,Itvir M,1000,2,2,41
Super built-up Area,Ready to move,Gottigere,2,Srncyla,1000,2,1,35
Super built-up Area,Ready to move,Kengeri Satellite Town,2,DSestSt,818,2,1,26
Built-up Area,Ready to move,Bommenahalli,4,Prana S,1680,3,0,135
Super built-up Area,Ready to move,Kalyan nagar,4,Satle C,2422,3,2,150
Super built-up Area,Ready to move,Indira Nagar,2,Gonorir,1145,2,2,100
Super built-up Area,Ready to move,Chandapura,3,SunceEs,1190,2,2,30
Super built-up Area,Ready to move,Sarjapur Road,2,Ahciace,1145,2,1,62
Super built-up Area,Ready to move,Somasundara Palya,3,Unknown Society,1575,3,3,68
Plot Area,Ready to move,Bannerghatta Road,3,Unknown Society,9000,4,1,390
Super built-up Area,Ready to move,Thanisandra,2,Unknown Society,1200,2,2,46
Super built-up Area,Ready to move,Yelahanka,3,Unknown Society,1500,2,2,63
Built-up Area,Ready to move,Ramamurthy Nagar,4,Unknown Society,2560,4,2,75
Super built-up Area,Ready to move,Kothanur,3,Unknown Society,1583,3,3,76
Super built-up Area,Ready to move,Kanakpura Road,2,PrarePa,700,2,1,34
Built-up Area,Ready to move,Bannerghatta Road,2,Saavenc,950,2,0,38
Super built-up Area,Ready to move,Banashankari,2,Unknown Society,1041,2,1,36
Super built-up Area,Ready to move,Thubarahalli,2,Adity S,1085,2,1,70
Super built-up Area,Ready to move,Anjanapura,2,Unknown Society,1070,2,2,37
Super built-up Area,Ready to move,Raja Rajeshwari Nagar,2,MaaveDu,1165,2,1,45
Built-up Area,Ready to move,Bommasandra,2,RKhipwn,1000,2,1,35
Super built-up Area,Ready to move,Horamavu Agara,2,Prhar G,1169,2,1,64
Built-up Area,Ready to move,A Narayanapura,4,Unknown Society,1150,4,1,110
Super built-up Area,Ready to move,Whitefield,3,Brony H,1840,3,2,140
Built-up Area,Ready to move,Bhuvaneswari Nagar,3,RRersow,1550,3,1,75
Super built-up Area,Ready to move,Kaval Byrasandra,2,Unknown Society,997,2,3,53
Built-up Area,Ready to move,Gunjur,2,Paestol,1457,2,3,60
Super built-up Area,Ready to move,ISRO Layout,2,Unknown Society,1000,2,1,60
Plot Area,Ready to move,KR Puram,2,Unknown Society,1000,2,0,60
Plot Area,Ready to move,Sarjapur Road,3,Pelle P,1500,3,2,88
Plot Area,Ready to move,Cottonpet,5,Unknown Society,958,3,1,210
Built-up Area,Ready to move,Lakshminarayana Pura,2,RothaVa,1165,2,2,75
Plot Area,Ready to move,Upkar Layout,7,Unknown Society,1200,7,3,169
Super built-up Area,Ready to move,Kasavanhalli,3,Unknown Society,1787,3,2,123
Super built-up Area,Ready to move,Raja Rajeshwari Nagar,3,Unknown Society,1288,2,1,70
Super built-up Area,Ready to move,Thanisandra,3,MenueNo,1430,2,2,54
Super built-up Area,Ready to move,Hulimavu,3,Vapasrk,3035,5,1,271
Super built-up Area,Ready to move,Doddathoguru,1,Unknown Society,750,1,1,25
Plot Area,Ready to move,Yelachenahalli,4,BaiseBa,900,2,1,115
Plot Area,Ready to move,Channasandra,3,Unknown Society,1200,3,1,67
Super built-up Area,Ready to move,Electronic City,3,GMown E,1500,2,1,78
Super built-up Area,Ready to move,Ambalipura,2,Unknown Society,1230,2,2,66
Super built-up Area,Ready to move,Marathahalli,1,Asintas,780,1,1,55
Built-up Area,Ready to move,Bannerghatta Road,2,PrliaRe,1220,2,1,80
Super built-up Area,Ready to move,Kanakpura Road,2,Shine S,1110,2,2,43
Super built-up Area,Ready to move,Yeshwanthpur Industrial Suburb,3,Unknown Society,2100,3,2,240
Plot Area,Ready to move,Hosakerehalli,9,Unknown Society,1380,9,0,150
Super built-up Area,Ready to move,Akshaya Nagar,3,Unknown Society,1690,3,2,85
Super built-up Area,Ready to move,Bannerghatta Road,2,PrarePa,1130,2,2,78
Super built-up Area,Ready to move,Electronic City,2,KonteiT,1213,2,1,59
Super built-up Area,Ready to move,Kengeri,2,BDlexHo,900,2,2,45
Super built-up Area,Ready to move,Panathur,2,Prcesvy,1199,2,1,85
Plot Area,Ready to move,Nandi Hills,4,Unknown Society,5000,4,2,290
Super built-up Area,Ready to move,Bhoganhalli,4,Rosha I,1974,Unknown Society,1,111
Plot Area,Ready to move,Bellandur,7,Unknown Society,700,8,0,100
Super built-up Area,Ready to move,Uttarahalli,1,PrdgeLa,661,1,1,36
Super built-up Area,Ready to move,Thanisandra main road,2,Unknown Society,1804,2,1,285
Super built-up Area,Ready to move,Marathahalli,3,Asintas,1710,3,2,100
Built-up Area,Ready to move,Kengeri Satellite Town,2,Malowr,1030,2,2,50
Super built-up Area,Ready to move,Choodasandra,3,GRhtiru,1220,3,2,56
Super built-up Area,Ready to move,Marathahalli,3,Unknown Society,1530,3,2,73
